40449,53626
40431,53587
40425,53559
40395,53469
40350,53330
40286,53143
40256,53015
40262,52924
40261,52824
40233,52774
40212,52738
40172,52715
40409,53483
40183,52731
40199,52733
40212,52747
40230,52772
40218,52788
40245,52812
40253,52845
40235,52863
40253,52868
40253,52878
40262,52885
40263,52912
40266,52910
40267,52922
40263,52934
40271,52946
40299,52965
40287,52989
40295,53012
40306,53036
40306,53040
40308,53060
40306,53062
40308,53052
40297,53049
40306,53048
40295,53024
40294,53019
40283,53003
40296,53007
40306,52986
40295,52999
40300,53003
40298,53003
40302,53005
40305,53017
40298,53036
40303,53050
40311,53036
40322,53043
40328,53073
40314,53069
40327,53092
40334,53084
40330,53100
40326,53111
40332,53138
40343,53166
40333,53157
40339,53169
40348,53186
40352,53215
40359,53202
40362,53215
40373,53226
40369,53246
40367,53258
40366,53241
40381,53266
40380,53281
40369,53274
40379,53296
40377,53305
40391,53298
40393,53324
40386,53337
40393,53328
40405,53340
40396,53337
40405,53343
40402,53367
40395,53378
40409,53377
40403,53394
40411,53408
40423,53399
40418,53401
40408,53413
40411,53425
40412,53429
40421,53432
40410,53436
40421,53430
40424,53489
40433,53466
40428,53482
40434,53470
40440,53472
40436,53492
40444,53500
40455,53505
40436,53518
40443,53517
40443,53529
40439,53538
40449,53551
40444,53553
40430,53574
40437,53562
40451,53558
40450,53578
40458,53577
40446,53582
40453,53591
40450,53604
40464,53609
40450,53628
40467,53634
40459,53625
40472,53659
40465,53665
40475,53658
40480,53671
40481,53663
40461,53668
40473,53656
40464,53617
40423,53529
40383,53379
40338,53221
40287,53073
40256,52991
40249,52881
40225,52828
40230,52790
40238,52769
40230,52773
40234,52784
40238,52791
40248,52814
40255,52839
40261,52870
40269,52909
40264,52904
40283,52941
40271,52954
40301,52963
40298,52990
40303,53000
40308,53015
40313,53010
40330,53046
40336,53049
40327,53057
40342,53094
40349,53124
40358,53149
40354,53163
40339,53153
40357,53160
40352,53153
40355,53128
40350,53126
40339,53118
40341,53102
40343,53096
40333,53085
40343,53077
40341,53082
40326,53098
40327,53087
40346,53104
40340,53111
40342,53119
40360,53116
40358,53134
40347,53144
40357,53146
40369,53157
40360,53174
40357,53197
40367,53205
40371,53225
40360,53224
40376,53237
40370,53256
40380,53251
40386,53255
40369,53274
40381,53281
40411,53302
40386,53307
40394,53317
40405,53334
40406,53330
40405,53333
40412,53348
40416,53370
40410,53358
40428,53366
40414,53391
40425,53405
40410,53402
40426,53401
40432,53411
40426,53408
40425,53444
40403,53434
40436,53452
40446,53456
40432,53462
40444,53459
40436,53482
40441,53484
40427,53496
40438,53502
40432,53493
40444,53507
40454,53508
40437,53530
40441,53520
40444,53525
40460,53535
40452,53567
40452,53564
40457,53555
40464,53555
40460,53573
40456,53549
40475,53580
40467,53586
40467,53585
40473,53594
