40717,52901
40704,52865
40689,52809
40677,52793
40692,52767
40675,52771
40695,52773
40670,52760
40680,52777
40665,52796
40694,52800
40703,52819
40713,52837
40706,52836
40701,52851
40714,52871
40720,52876
40709,52865
40716,52899
40716,52886
40727,52911
40723,52926
40741,52957
40735,52962
40739,52991
40729,52995
40764,53021
40741,53013
40756,53020
40752,53003
40757,53002
40750,53003
40753,52994
40737,52981
40735,52971
40728,52955
40726,52946
40750,52972
40741,52964
40737,52986
40729,52973
40741,52969
40740,52998
40738,52984
40740,52991
40744,53013
40740,52994
40746,53023
40757,53021
40760,53033
40759,53041
40763,53055
40746,53070
40761,53087
40777,53094
40767,53090
40774,53101
40772,53129
40772,53127
40779,53136
40786,53145
40795,53147
40790,53154
40779,53176
40790,53174
40783,53185
40801,53197
40802,53204
40790,53203
40788,53226
40792,53237
40805,53238
40795,53250
40807,53248
40812,53258
40794,53268
40821,53289
40816,53289
40828,53279
40811,53312
40823,53315
40818,53316
40816,53315
40817,53323
40822,53323
40828,53342
40829,53351
40838,53356
40836,53352
40838,53364
40834,53372
40841,53383
40828,53380
40836,53395
40839,53408
40844,53411
40848,53423
40843,53417
40852,53429
40850,53448
40851,53459
40844,53453
40859,53439
40839,53379
40795,53275
40742,53130
40695,52994
40682,52873
40654,52760
40627,52683
40613,52655
40587,52594
40599,52582
40606,52565
40595,52559
40595,52598
40596,52597
40597,52596
40613,52616
40600,52634
40624,52651
40633,52609
40636,52665
40620,52682
40636,52681
40634,52691
40654,52698
40646,52717
40644,52733
40642,52744
40668,52772
40673,52783
40677,52802
40679,52834
40684,52845
40680,52865
40680,52850
40665,52804
40664,52785
40659,52789
40664,52782
40660,52768
40646,52762
40654,52756
40657,52755
40666,52760
40664,52758
40682,52760
40677,52769
40668,52776
40663,52790
40600,52634
40654,52808
40681,52826
40679,52815
40675,52835
40667,52847
40688,52855
40683,52865
40686,52878
40683,52880
40693,52894
40686,52909
40700,52920
40693,52922
40709,52927
40709,52931
40702,52952
40722,52947
40708,52960
40706,52977
40709,52977
40713,52988
40724,53000
40719,52997
40724,53008
40724,53028
40728,53019
40720,53038
40734,53049
40729,53045
40736,53050
40751,53081
40737,53070
40749,53065
40752,53086
40749,53095
40738,53096
40755,53102
40750,53123
40756,53124
40762,53134
40765,53154
40746,53163
40760,53175
40781,53181
40768,53186
40765,53189
40772,53226
40779,53219
40780,53217
40765,53184
40761,53121
40694,53031
40689,52906
40631,52763
40594,52646
40592,52571
40570,52513
40545,52457
40540,52416
40548,52395
40540,52394
40530,52396
40544,52389
40540,52382
40550,52401
40544,52406
40553,52432
40567,52462
40559,52466
40575,52486
40571,52488
40571,52490
40573,52496
40567,52524
40595,52536
40579,52556
40599,52575
40598,52588
40611,52608
40613,52637
40612,52645
40628,52661
40626,52653
40615,52670
40597,52664
40619,52658
40610,52640
40606,52619
40589,52615
40606,52580
40593,52589
40602,52585
40591,52576
40601,52567
40596,52568
40600,52604
40594,52596
40603,52607
40601,52623
40591,52619
40616,52640
40614,52646
40623,52650
40623,52660
40617,52685
40632,52695
40637,52703
40645,52711
40634,52737
40631,52751
40658,52757
40649,52769
40653,52776
40644,52789
40659,52796
40650,52809
40673,52809
40668,52818
40666,52817
40663,52845
40673,52853
40681,52865
40676,52866
40681,52875
40688,52875
40684,52898
40689,52896
40688,52913
40691,52930
40682,52931
40684,52942
40692,52950
40687,52964
40696,52953
40700,52973
40715,52969
40704,52981
40694,52992
40724,52992
40716,52995
40720,53014
40714,53039
40721,53036
40734,53038
40721,53050
40738,53076
40731,53098
40726,53097
40738,53119
40749,53123
40745,53102
40743,53116
40729,53079
40715,53015
40661,52908
40630,52761
40589,52594
40545,52495
40530,52406
40520,52343
40506,52295
40488,52265
40495,52247
40475,52231
40479,52232
40480,52241
40478,52239
40491,52242
40482,52254
40486,52269
40501,52287
40489,52287
40498,52315
40497,52302
40510,52327
40500,52319
40507,52333
40515,52350
40526,52370
40517,52375
40533,52389
40531,52414
40545,52448
40543,52457
40549,52467
40553,52464
40559,52469
40550,52481
40564,52452
40543,52460
40550,52446
40542,52422
40548,52431
40539,52422
40529,52407
40535,52411
40527,52397
40539,52404
40544,52407
40536,52415
40532,52415
40541,52435
40547,52423
40550,52433
40549,52462
40555,52466
40553,52480
40561,52493
40570,52493
40565,52518
40574,52533
40584,52547
40573,52549
40578,52552
40590,52538
40598,52591
40598,52601
40602,52606
40608,52617
40611,52627
